ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE
chr12|+|69656152|69656342|69656248|69656342|69644908|69644921	"ENSG00000111605.16_2"	"CPSF6"	chr12	+	69656152	69656342	69656248	69656342	69644908	69644921
chr12|+|69656152|69656342|69656248|69656342|69653823|69653977	"ENSG00000111605.16_2"	"CPSF6"	chr12	+	69656152	69656342	69656248	69656342	69653823	69653977
chr12|+|6645849|6646176|6646085|6646176|6643919|6644027	"ENSG00000111640.14_2"	"GAPDH"	chr12	+	6645849	6646176	6646085	6646176	6643919	6644027
chr12|+|6645849|6646176|6646085|6646176|6645659|6645759	"ENSG00000111640.14_2"	"GAPDH"	chr12	+	6645849	6646176	6646085	6646176	6645659	6645759
chr12|+|6645849|6647162|6646749|6647162|6645659|6645759	"ENSG00000111640.14_2"	"GAPDH"	chr12	+	6645849	6647162	6646749	6647162	6645659	6645759
chr12|-|6669863|6669953|6669863|6669909|6670096|6670236	"ENSG00000111641.11_3"	"NOP2"	chr12	-	6669863	6669953	6669863	6669909	6670096	6670236
chr12|-|6672480|6672680|6672480|6672678|6672779|6672937	"ENSG00000111641.11_3"	"NOP2"	chr12	-	6672480	6672680	6672480	6672678	6672779	6672937
chr12|-|6675266|6675502|6675266|6675490|6675694|6675783	"ENSG00000111641.11_3"	"NOP2"	chr12	-	6675266	6675502	6675266	6675490	6675694	6675783
chr12|-|6675266|6675502|6675266|6675490|6676981|6677088	"ENSG00000111641.11_3"	"NOP2"	chr12	-	6675266	6675502	6675266	6675490	6676981	6677088
chr12|-|6675266|6675502|6675266|6675490|6677372|6677498	"ENSG00000111641.11_3"	"NOP2"	chr12	-	6675266	6675502	6675266	6675490	6677372	6677498
chr12|-|6692192|6692544|6692192|6692279|6696549|6696725	"ENSG00000111642.14_2"	"CHD4"	chr12	-	6692192	6692544	6692192	6692279	6696549	6696725
chr12|-|6692192|6692544|6692192|6692279|6700631|6700749	"ENSG00000111642.14_2"	"CHD4"	chr12	-	6692192	6692544	6692192	6692279	6700631	6700749
chr12|-|6692363|6692544|6692363|6692541|6696549|6696725	"ENSG00000111642.14_2"	"CHD4"	chr12	-	6692363	6692544	6692363	6692541	6696549	6696725
chr12|-|6701861|6701983|6701861|6701902|6702256|6702394	"ENSG00000111642.14_2"	"CHD4"	chr12	-	6701861	6701983	6701861	6701902	6702256	6702394
chr12|-|6709382|6709561|6709382|6709522|6709699|6709835	"ENSG00000111642.14_2"	"CHD4"	chr12	-	6709382	6709561	6709382	6709522	6709699	6709835
chr12|-|6711125|6711341|6711125|6711320|6711541|6711663	"ENSG00000111642.14_2"	"CHD4"	chr12	-	6711125	6711341	6711125	6711320	6711541	6711663
chr12|-|6711541|6711663|6711541|6711654|6715439|6715617	"ENSG00000111642.14_2"	"CHD4"	chr12	-	6711541	6711663	6711541	6711654	6715439	6715617
chr12|-|6752704|6752837|6752704|6752834|6753302|6753771	"ENSG00000111644.7_2"	"ACRBP"	chr12	-	6752704	6752837	6752704	6752834	6753302	6753771
chr12|-|6753302|6753771|6753302|6753672|6754385|6754503	"ENSG00000111644.7_2"	"ACRBP"	chr12	-	6753302	6753771	6753302	6753672	6754385	6754503
chr12|-|6761436|6761584|6761436|6761475|6761827|6761933	"ENSG00000111653.19_2"	"ING4"	chr12	-	6761436	6761584	6761436	6761475	6761827	6761933
chr12|-|6761827|6761936|6761827|6761933|6762101|6762216	"ENSG00000111653.19_2"	"ING4"	chr12	-	6761827	6761936	6761827	6761933	6762101	6762216
chr12|-|6761827|6761936|6761827|6761933|6762110|6762216	"ENSG00000111653.19_2"	"ING4"	chr12	-	6761827	6761936	6761827	6761933	6762110	6762216
chr12|-|6761827|6761936|6761827|6761933|6762395|6762562	"ENSG00000111653.19_2"	"ING4"	chr12	-	6761827	6761936	6761827	6761933	6762395	6762562
chr12|-|6761827|6761936|6761827|6761933|6765892|6765964	"ENSG00000111653.19_2"	"ING4"	chr12	-	6761827	6761936	6761827	6761933	6765892	6765964
chr12|-|6761827|6761936|6761827|6761933|6772230|6772295	"ENSG00000111653.19_2"	"ING4"	chr12	-	6761827	6761936	6761827	6761933	6772230	6772295
chr12|-|6761827|6762216|6761827|6761933|6765892|6765964	"ENSG00000111653.19_2"	"ING4"	chr12	-	6761827	6762216	6761827	6761933	6765892	6765964
chr12|-|6761827|6762216|6761827|6761933|6772230|6772280	"ENSG00000111653.19_2"	"ING4"	chr12	-	6761827	6762216	6761827	6761933	6772230	6772280
chr12|-|6761827|6762216|6761827|6761936|6765892|6765964	"ENSG00000111653.19_2"	"ING4"	chr12	-	6761827	6762216	6761827	6761936	6765892	6765964
chr12|+|6952940|6953142|6953063|6953142|6952526|6952689	"ENSG00000111664.10_3"	"GNB3"	chr12	+	6952940	6953142	6953063	6953142	6952526	6952689
chr12|+|6952940|6953142|6953063|6953142|6952795|6952859	"ENSG00000111664.10_3"	"GNB3"	chr12	+	6952940	6953142	6953063	6953142	6952795	6952859
chr12|+|6952940|6953142|6953063|6953142|6952795|6952862	"ENSG00000111664.10_3"	"GNB3"	chr12	+	6952940	6953142	6953063	6953142	6952795	6952862
chr12|-|6958486|6958593|6958486|6958577|6958728|6959022	"ENSG00000111665.11_2"	"CDCA3"	chr12	-	6958486	6958593	6958486	6958577	6958728	6959022
chr12|-|6958728|6959022|6958728|6958947|6959630|6959760	"ENSG00000111665.11_2"	"CDCA3"	chr12	-	6958728	6959022	6958728	6958947	6959630	6959760
chr12|-|6958728|6959022|6958728|6958947|6959996|6960173	"ENSG00000111665.11_2"	"CDCA3"	chr12	-	6958728	6959022	6958728	6958947	6959996	6960173
chr12|+|6972308|6972541|6972349|6972541|6970116|6970270	"ENSG00000111667.13_2"	"USP5"	chr12	+	6972308	6972541	6972349	6972541	6970116	6970270
chr12|+|6972308|6972541|6972349|6972541|6970606|6970781	"ENSG00000111667.13_2"	"USP5"	chr12	+	6972308	6972541	6972349	6972541	6970606	6970781
chr12|+|6972308|6972541|6972349|6972541|6971633|6971722	"ENSG00000111667.13_2"	"USP5"	chr12	+	6972308	6972541	6972349	6972541	6971633	6971722
chr12|-|6981401|6982161|6981401|6982150|6982409|6982500	"ENSG00000111671.9_3"	"SPSB2"	chr12	-	6981401	6982161	6981401	6982150	6982409	6982500
chr12|+|7025834|7026271|7026201|7026271|7025580|7025676	"ENSG00000111674.8_3"	"ENO2"	chr12	+	7025834	7026271	7026201	7026271	7025580	7025676
chr12|+|7028729|7028927|7028737|7028927|7027103|7027326	"ENSG00000111674.8_3"	"ENO2"	chr12	+	7028729	7028927	7028737	7028927	7027103	7027326
chr12|+|7030659|7030945|7030743|7030945|7025580|7025676	"ENSG00000111674.8_3"	"ENO2"	chr12	+	7030659	7030945	7030743	7030945	7025580	7025676
chr12|+|7030659|7030945|7030743|7030945|7025834|7025893	"ENSG00000111674.8_3"	"ENO2"	chr12	+	7030659	7030945	7030743	7030945	7025834	7025893
chr12|+|7030659|7030945|7030743|7030945|7027103|7027326	"ENSG00000111674.8_3"	"ENO2"	chr12	+	7030659	7030945	7030743	7030945	7027103	7027326
chr12|+|7060621|7060683|7060626|7060683|7060424|7060454	"ENSG00000111679.16_3"	"PTPN6"	chr12	+	7060621	7060683	7060626	7060683	7060424	7060454
chr12|+|7060667|7060894|7060771|7060894|7060424|7060454	"ENSG00000111679.16_3"	"PTPN6"	chr12	+	7060667	7060894	7060771	7060894	7060424	7060454
chr12|+|7061074|7061340|7061145|7061340|7060771|7060894	"ENSG00000111679.16_3"	"PTPN6"	chr12	+	7061074	7061340	7061145	7061340	7060771	7060894
chr12|+|7061074|7061340|7061179|7061340|7060771|7060894	"ENSG00000111679.16_3"	"PTPN6"	chr12	+	7061074	7061340	7061179	7061340	7060771	7060894
chr12|+|7061074|7061340|7061275|7061340|7060771|7060894	"ENSG00000111679.16_3"	"PTPN6"	chr12	+	7061074	7061340	7061275	7061340	7060771	7060894
chr12|+|7061145|7061340|7061179|7061340|7060771|7060894	"ENSG00000111679.16_3"	"PTPN6"	chr12	+	7061145	7061340	7061179	7061340	7060771	7060894
chr12|+|7061145|7061340|7061275|7061340|7060771|7060894	"ENSG00000111679.16_3"	"PTPN6"	chr12	+	7061145	7061340	7061275	7061340	7060771	7060894
chr12|+|7061179|7061340|7061275|7061340|7060771|7060894	"ENSG00000111679.16_3"	"PTPN6"	chr12	+	7061179	7061340	7061275	7061340	7060771	7060894
chr12|+|7069825|7070108|7069968|7070108|7069250|7069402	"ENSG00000111679.16_3"	"PTPN6"	chr12	+	7069825	7070108	7069968	7070108	7069250	7069402
chr12|+|7069825|7070108|7069968|7070108|7069506|7069598	"ENSG00000111679.16_3"	"PTPN6"	chr12	+	7069825	7070108	7069968	7070108	7069506	7069598
chr12|-|7086528|7087669|7086528|7086687|7087764|7087851	"ENSG00000111684.10_2"	"LPCAT3"	chr12	-	7086528	7087669	7086528	7086687	7087764	7087851
chr12|-|7086528|7087669|7086528|7086687|7088632|7088741	"ENSG00000111684.10_2"	"LPCAT3"	chr12	-	7086528	7087669	7086528	7086687	7088632	7088741
chr12|-|7086528|7087669|7086528|7086687|7090755|7090793	"ENSG00000111684.10_2"	"LPCAT3"	chr12	-	7086528	7087669	7086528	7086687	7090755	7090793
chr12|-|7090165|7090344|7090165|7090319|7090755|7090793	"ENSG00000111684.10_2"	"LPCAT3"	chr12	-	7090165	7090344	7090165	7090319	7090755	7090793
chr12|-|22611417|22611519|22611417|22611489|22612425|22612476	"ENSG00000111731.12_3"	"C2CD5"	chr12	-	22611417	22611519	22611417	22611489	22612425	22612476
chr12|-|22611417|22611519|22611417|22611489|22622642|22622729	"ENSG00000111731.12_3"	"C2CD5"	chr12	-	22611417	22611519	22611417	22611489	22622642	22622729
chr12|-|8757402|8757518|8757402|8757488|8757810|8758081	"ENSG00000111732.10_2"	"AICDA"	chr12	-	8757402	8757518	8757402	8757488	8757810	8758081
chr12|-|120536833|120536958|120536833|120536910|120541629|120541753	"ENSG00000111737.11_2"	"RAB35"	chr12	-	120536833	120536958	120536833	120536910	120541629	120541753
chr12|+|9075228|9075384|9075252|9075384|9073580|9073661	"ENSG00000111752.10_2"	"PHC1"	chr12	+	9075228	9075384	9075252	9075384	9073580	9073661
chr12|+|9075228|9075384|9075252|9075384|9074196|9074346	"ENSG00000111752.10_2"	"PHC1"	chr12	+	9075228	9075384	9075252	9075384	9074196	9074346
chr12|+|9075228|9075384|9075328|9075384|9074196|9074346	"ENSG00000111752.10_2"	"PHC1"	chr12	+	9075228	9075384	9075328	9075384	9074196	9074346
chr12|+|9075252|9075384|9075328|9075384|9074196|9074346	"ENSG00000111752.10_2"	"PHC1"	chr12	+	9075252	9075384	9075328	9075384	9074196	9074346
chr12|+|9085802|9085946|9085850|9085946|9085158|9085409	"ENSG00000111752.10_2"	"PHC1"	chr12	+	9085802	9085946	9085850	9085946	9085158	9085409
chr12|+|9085802|9085946|9085850|9085946|9085158|9085427	"ENSG00000111752.10_2"	"PHC1"	chr12	+	9085802	9085946	9085850	9085946	9085158	9085427
chr12|+|9085802|9085946|9085850|9085946|9085158|9085659	"ENSG00000111752.10_2"	"PHC1"	chr12	+	9085802	9085946	9085850	9085946	9085158	9085659
chr12|+|9085802|9085946|9085902|9085946|9085158|9085409	"ENSG00000111752.10_2"	"PHC1"	chr12	+	9085802	9085946	9085902	9085946	9085158	9085409
chr12|+|9085802|9085946|9085902|9085946|9085158|9085427	"ENSG00000111752.10_2"	"PHC1"	chr12	+	9085802	9085946	9085902	9085946	9085158	9085427
chr12|+|9085850|9085946|9085902|9085946|9085158|9085409	"ENSG00000111752.10_2"	"PHC1"	chr12	+	9085850	9085946	9085902	9085946	9085158	9085409
chr12|+|9085850|9085946|9085902|9085946|9085158|9085427	"ENSG00000111752.10_2"	"PHC1"	chr12	+	9085850	9085946	9085902	9085946	9085158	9085427
chr12|+|9091900|9094063|9093171|9094063|9090424|9090656	"ENSG00000111752.10_2"	"PHC1"	chr12	+	9091900	9094063	9093171	9094063	9090424	9090656
chr12|+|107080661|107080875|107080684|107080875|107048005|107048129	"ENSG00000111783.12_2"	"RFX4"	chr12	+	107080661	107080875	107080684	107080875	107048005	107048129
chr12|+|107080661|107080875|107080684|107080875|107075770|107075832	"ENSG00000111783.12_2"	"RFX4"	chr12	+	107080661	107080875	107080684	107080875	107075770	107075832
chr12|+|107090060|107090224|107090091|107090224|107083064|107083142	"ENSG00000111783.12_2"	"RFX4"	chr12	+	107090060	107090224	107090091	107090224	107083064	107083142
chr6|-|75794041|75796273|75794041|75795081|75797292|75797463	"ENSG00000111799.20_2"	"COL12A1"	chr6	-	75794041	75796273	75794041	75795081	75797292	75797463
chr6|-|75794041|75796273|75794041|75795081|75798821|75798890	"ENSG00000111799.20_2"	"COL12A1"	chr6	-	75794041	75796273	75794041	75795081	75798821	75798890
chr6|-|75804823|75804895|75804823|75804890|75806968|75807022	"ENSG00000111799.20_2"	"COL12A1"	chr6	-	75804823	75804895	75804823	75804890	75806968	75807022
chr6|+|26443594|26443670|26443609|26443670|26440699|26440876	"ENSG00000111801.15_3"	"BTN3A3"	chr6	+	26443594	26443670	26443609	26443670	26440699	26440876
chr6|+|26443594|26443670|26443609|26443670|26440724|26440947	"ENSG00000111801.15_3"	"BTN3A3"	chr6	+	26443594	26443670	26443609	26443670	26440724	26440947
chr6|+|26443797|26443887|26443868|26443887|26443609|26443670	"ENSG00000111801.15_3"	"BTN3A3"	chr6	+	26443797	26443887	26443868	26443887	26443609	26443670
chr6|+|26444184|26444532|26444238|26444532|26443609|26443670	"ENSG00000111801.15_3"	"BTN3A3"	chr6	+	26444184	26444532	26444238	26444532	26443609	26443670
chr6|+|26444184|26444532|26444238|26444532|26443797|26443887	"ENSG00000111801.15_3"	"BTN3A3"	chr6	+	26444184	26444532	26444238	26444532	26443797	26443887
chr6|-|11305298|11305580|11305298|11305392|11306224|11306388	"ENSG00000111859.16_3"	"NEDD9"	chr6	-	11305298	11305580	11305298	11305392	11306224	11306388
chr6|-|11770263|11770322|11770263|11770317|11803247|11803362	"ENSG00000111863.12_3"	"ADTRP"	chr6	-	11770263	11770322	11770263	11770317	11803247	11803362
chr6|-|11770263|11770322|11770263|11770317|11807116|11807279	"ENSG00000111863.12_3"	"ADTRP"	chr6	-	11770263	11770322	11770263	11770317	11807116	11807279
chr6|+|126210084|126211127|126210117|126211127|126203571|126203697	"ENSG00000111912.19_3"	"NCOA7"	chr6	+	126210084	126211127	126210117	126211127	126203571	126203697
chr6|+|126210084|126211127|126210117|126211127|126206304|126206489	"ENSG00000111912.19_3"	"NCOA7"	chr6	+	126210084	126211127	126210117	126211127	126206304	126206489
chr6|-|24839586|24841003|24839586|24839827|24843089|24843782	"ENSG00000111913.17_3"	"FAM65B"	chr6	-	24839586	24841003	24839586	24839827	24843089	24843782
chr6|-|24839586|24841003|24839586|24839827|24848252|24848382	"ENSG00000111913.17_3"	"FAM65B"	chr6	-	24839586	24841003	24839586	24839827	24848252	24848382
chr6|-|24839586|24841003|24839586|24839827|24850029|24850178	"ENSG00000111913.17_3"	"FAM65B"	chr6	-	24839586	24841003	24839586	24839827	24850029	24850178
chr6|-|153312319|153312551|153312319|153312456|153313991|153314109	"ENSG00000112031.15_2"	"MTRF1L"	chr6	-	153312319	153312551	153312319	153312456	153313991	153314109
chr6|-|153312319|153312551|153312319|153312456|153316378|153316454	"ENSG00000112031.15_2"	"MTRF1L"	chr6	-	153312319	153312551	153312319	153312456	153316378	153316454
chr6|-|153312319|153312551|153312319|153312456|153319684|153319877	"ENSG00000112031.15_2"	"MTRF1L"	chr6	-	153312319	153312551	153312319	153312456	153319684	153319877
chr6|-|153316270|153316454|153316270|153316429|153319684|153319764	"ENSG00000112031.15_2"	"MTRF1L"	chr6	-	153316270	153316454	153316270	153316429	153319684	153319764
chr6|+|154428599|154428787|154428750|154428787|154412086|154412607	"ENSG00000112038.17_3"	"OPRM1"	chr6	+	154428599	154428787	154428750	154428787	154412086	154412607
chr6|+|154428882|154430153|154429150|154430153|154412086|154412607	"ENSG00000112038.17_3"	"OPRM1"	chr6	+	154428882	154430153	154429150	154430153	154412086	154412607
chr6|-|35478637|35478802|35478637|35478787|35479956|35480047	"ENSG00000112041.12_2"	"TULP1"	chr6	-	35478637	35478802	35478637	35478787	35479956	35480047
chr6|-|35980009|35980149|35980009|35980096|35987296|35987486	"ENSG00000112053.13_3"	"SLC26A8"	chr6	-	35980009	35980149	35980009	35980096	35987296	35987486
chr6|+|36043597|36043739|36043624|36043739|36027065|36027124	"ENSG00000112062.10_3"	"MAPK14"	chr6	+	36043597	36043739	36043624	36043739	36027065	36027124
chr6|+|36043597|36043739|36043624|36043739|36041825|36041873	"ENSG00000112062.10_3"	"MAPK14"	chr6	+	36043597	36043739	36043624	36043739	36041825	36041873
chr6|-|160100095|160103670|160100095|160100330|160105885|160106065	"ENSG00000112096.16_3"	"SOD2"	chr6	-	160100095	160103670	160100095	160100330	160105885	160106065
chr6|+|37336153|37336994|37336259|37336994|37328221|37328350	"ENSG00000112130.16_2"	"RNF8"	chr6	+	37336153	37336994	37336259	37336994	37328221	37328350
chr6|-|37614948|37615100|37614948|37615048|37615924|37616406	"ENSG00000112139.14_3"	"MDGA1"	chr6	-	37614948	37615100	37614948	37615048	37615924	37616406
chr6|-|37614948|37615100|37614948|37615048|37616757|37617042	"ENSG00000112139.14_3"	"MDGA1"	chr6	-	37614948	37615100	37614948	37615048	37616757	37617042
chr6|-|37614948|37615100|37614948|37615048|37617884|37618181	"ENSG00000112139.14_3"	"MDGA1"	chr6	-	37614948	37615100	37614948	37615048	37617884	37618181
chr6|-|37614948|37615100|37614948|37615048|37619786|37620116	"ENSG00000112139.14_3"	"MDGA1"	chr6	-	37614948	37615100	37614948	37615048	37619786	37620116
chr6|-|37622575|37623672|37622575|37622708|37626020|37626195	"ENSG00000112139.14_3"	"MDGA1"	chr6	-	37622575	37623672	37622575	37622708	37626020	37626195
chr6|-|90402161|90402872|90402161|90402867|90403797|90403902	"ENSG00000112159.11_2"	"MDN1"	chr6	-	90402161	90402872	90402161	90402867	90403797	90403902
chr6|-|90916287|90916400|90916287|90916395|90927697|90927964	"ENSG00000112182.14_3"	"BACH2"	chr6	-	90916287	90916400	90916287	90916395	90927697	90927964
chr6|-|90916287|90916400|90916287|90916395|90962231|90962309	"ENSG00000112182.14_3"	"BACH2"	chr6	-	90916287	90916400	90916287	90916395	90962231	90962309
chr6|-|90916287|90916400|90916287|90916395|90981567|90981660	"ENSG00000112182.14_3"	"BACH2"	chr6	-	90916287	90916400	90916287	90916395	90981567	90981660
chr6|-|90916287|90916400|90916287|90916395|91006198|91006461	"ENSG00000112182.14_3"	"BACH2"	chr6	-	90916287	90916400	90916287	90916395	91006198	91006461
chr6|+|17539499|17539689|17539556|17539689|17507399|17507543	"ENSG00000112186.11_2"	"CAP2"	chr6	+	17539499	17539689	17539556	17539689	17507399	17507543
chr6|+|56955580|56955692|56955608|56955692|56955022|56955072	"ENSG00000112200.16_3"	"ZNF451"	chr6	+	56955580	56955692	56955608	56955692	56955022	56955072
chr6|+|56955608|56955692|56955630|56955692|56951641|56951706	"ENSG00000112200.16_3"	"ZNF451"	chr6	+	56955608	56955692	56955630	56955692	56951641	56951706
chr6|-|99997383|99997451|99997383|99997448|99998093|99998185	"ENSG00000112237.12_2"	"CCNC"	chr6	-	99997383	99997451	99997383	99997448	99998093	99998185
chr6|-|99997383|99997451|99997383|99997448|99998868|99998904	"ENSG00000112237.12_2"	"CCNC"	chr6	-	99997383	99997451	99997383	99997448	99998868	99998904
chr6|+|20481436|20481656|20481454|20481656|20403909|20404063	"ENSG00000112242.14_3"	"E2F3"	chr6	+	20481436	20481656	20481454	20481656	20403909	20404063
chr6|+|20481436|20481656|20481454|20481656|20480076|20480188	"ENSG00000112242.14_3"	"E2F3"	chr6	+	20481436	20481656	20481454	20481656	20480076	20480188
chr6|-|133072283|133072653|133072283|133072417|133073599|133073888	"ENSG00000112303.13_2"	"VNN2"	chr6	-	133072283	133072653	133072283	133072417	133073599	133073888
chr6|-|133072283|133072653|133072283|133072417|133073811|133073888	"ENSG00000112303.13_2"	"VNN2"	chr6	-	133072283	133072653	133072283	133072417	133073811	133073888
chr6|-|133072283|133072657|133072283|133072417|133073599|133073888	"ENSG00000112303.13_2"	"VNN2"	chr6	-	133072283	133072657	133072283	133072417	133073599	133073888
chr6|-|133072283|133072657|133072283|133072417|133073811|133073888	"ENSG00000112303.13_2"	"VNN2"	chr6	-	133072283	133072657	133072283	133072417	133073811	133073888
chr6|-|133072283|133072657|133072283|133072417|133076981|133077174	"ENSG00000112303.13_2"	"VNN2"	chr6	-	133072283	133072657	133072283	133072417	133076981	133077174
chr6|-|133072283|133072657|133072283|133072653|133073599|133073888	"ENSG00000112303.13_2"	"VNN2"	chr6	-	133072283	133072657	133072283	133072653	133073599	133073888
chr6|-|133072283|133072657|133072283|133072653|133073811|133073888	"ENSG00000112303.13_2"	"VNN2"	chr6	-	133072283	133072657	133072283	133072653	133073811	133073888
chr6|-|133073599|133073888|133073599|133073716|133076981|133077174	"ENSG00000112303.13_2"	"VNN2"	chr6	-	133073599	133073888	133073599	133073716	133076981	133077174
chr6|-|133073599|133073888|133073599|133073716|133078554|133078685	"ENSG00000112303.13_2"	"VNN2"	chr6	-	133073599	133073888	133073599	133073716	133078554	133078685
chr6|-|133078809|133079041|133078809|133078898|133081770|133081942	"ENSG00000112303.13_2"	"VNN2"	chr6	-	133078809	133079041	133078809	133078898	133081770	133081942
chr6|+|133783472|133783615|133783501|133783615|133777693|133777786	"ENSG00000112319.17_3"	"EYA4"	chr6	+	133783472	133783615	133783501	133783615	133777693	133777786
chr6|+|133783472|133783615|133783501|133783615|133782251|133782318	"ENSG00000112319.17_3"	"EYA4"	chr6	+	133783472	133783615	133783501	133783615	133782251	133782318
chr6|-|146007257|146007432|146007257|146007282|146056380|146056417	"ENSG00000112425.14_2"	"EPM2A"	chr6	-	146007257	146007432	146007257	146007282	146056380	146056417
chr6|+|167708004|167708186|167708009|167708186|167684656|167684946	"ENSG00000112494.9_2"	"UNC93A"	chr6	+	167708004	167708186	167708009	167708186	167684656	167684946
chr6|+|33380284|33380366|33380292|33380366|33380024|33380199	"ENSG00000112511.17_2"	"PHF1"	chr6	+	33380284	33380366	33380292	33380366	33380024	33380199
chr6|+|33382731|33382921|33382742|33382921|33382501|33382606	"ENSG00000112511.17_2"	"PHF1"	chr6	+	33382731	33382921	33382742	33382921	33382501	33382606
chr6|+|33383011|33383106|33383037|33383106|33382501|33382606	"ENSG00000112511.17_2"	"PHF1"	chr6	+	33383011	33383106	33383037	33383106	33382501	33382606
chr6|+|33383366|33383447|33383369|33383447|33382501|33382606	"ENSG00000112511.17_2"	"PHF1"	chr6	+	33383366	33383447	33383369	33383447	33382501	33382606
chr6|+|33383366|33383447|33383369|33383447|33383011|33383110	"ENSG00000112511.17_2"	"PHF1"	chr6	+	33383366	33383447	33383369	33383447	33383011	33383110
chr6|+|33383366|33383447|33383369|33383447|33383037|33383106	"ENSG00000112511.17_2"	"PHF1"	chr6	+	33383366	33383447	33383369	33383447	33383037	33383106
chr6|-|33384326|33384553|33384326|33384437|33384696|33384746	"ENSG00000112514.15_2"	"CUTA"	chr6	-	33384326	33384553	33384326	33384437	33384696	33384746
chr6|-|33385257|33385593|33385257|33385472|33385863|33386094	"ENSG00000112514.15_2"	"CUTA"	chr6	-	33385257	33385593	33385257	33385472	33385863	33386094
chr6|+|163984451|163984751|163984475|163984751|163956013|163956157	"ENSG00000112531.16_2"	"QKI"	chr6	+	163984451	163984751	163984475	163984751	163956013	163956157
chr6|+|163984451|163984751|163984475|163984751|163983013|163983101	"ENSG00000112531.16_2"	"QKI"	chr6	+	163984451	163984751	163984475	163984751	163983013	163983101
chr6|+|163984451|163991177|163986977|163991177|163899811|163899928	"ENSG00000112531.16_2"	"QKI"	chr6	+	163984451	163991177	163986977	163991177	163899811	163899928
chr6|+|163984451|163991177|163986977|163991177|163983013|163983101	"ENSG00000112531.16_2"	"QKI"	chr6	+	163984451	163991177	163986977	163991177	163983013	163983101
chr6|+|163985698|163991177|163986977|163991177|163984451|163984751	"ENSG00000112531.16_2"	"QKI"	chr6	+	163985698	163991177	163986977	163991177	163984451	163984751
chr6|+|163986977|163987827|163987752|163987827|163983013|163983101	"ENSG00000112531.16_2"	"QKI"	chr6	+	163986977	163987827	163987752	163987827	163983013	163983101
chr6|+|163986977|163987827|163987752|163987827|163984451|163984751	"ENSG00000112531.16_2"	"QKI"	chr6	+	163986977	163987827	163987752	163987827	163984451	163984751
chr6|-|41700386|41700505|41700386|41700477|41701822|41701932	"ENSG00000112561.17_3"	"TFEB"	chr6	-	41700386	41700505	41700386	41700477	41701822	41701932
chr6|-|41700386|41700505|41700386|41700477|41702050|41702139	"ENSG00000112561.17_3"	"TFEB"	chr6	-	41700386	41700505	41700386	41700477	41702050	41702139
chr6|-|41700386|41700505|41700386|41700477|41702637|41702798	"ENSG00000112561.17_3"	"TFEB"	chr6	-	41700386	41700505	41700386	41700477	41702637	41702798
chr6|-|41700386|41700505|41700386|41700477|41703087|41703346	"ENSG00000112561.17_3"	"TFEB"	chr6	-	41700386	41700505	41700386	41700477	41703087	41703346
chr6|+|168947765|168947849|168947798|168947849|168944304|168944352	"ENSG00000112562.18_2"	"SMOC2"	chr6	+	168947765	168947849	168947798	168947849	168944304	168944352
chr6|+|41899441|41899568|41899465|41899568|41898372|41898506	"ENSG00000112578.9_2"	"BYSL"	chr6	+	41899441	41899568	41899465	41899568	41898372	41898506
chr6|+|41899441|41899568|41899465|41899568|41899133|41899294	"ENSG00000112578.9_2"	"BYSL"	chr6	+	41899441	41899568	41899465	41899568	41899133	41899294
chr6|+|170865966|170866171|170865969|170866171|170863692|170863792	"ENSG00000112592.13_3"	"TBP"	chr6	+	170865966	170866171	170865969	170866171	170863692	170863792
chr6|+|42974183|42974417|42974200|42974417|42957348|42957426	"ENSG00000112640.14_3"	"PPP2R5D"	chr6	+	42974183	42974417	42974200	42974417	42957348	42957426
chr6|+|42974183|42974417|42974224|42974417|42957348|42957426	"ENSG00000112640.14_3"	"PPP2R5D"	chr6	+	42974183	42974417	42974224	42974417	42957348	42957426
chr6|+|42974200|42974417|42974224|42974417|42957348|42957426	"ENSG00000112640.14_3"	"PPP2R5D"	chr6	+	42974200	42974417	42974224	42974417	42957348	42957426
chr6|+|42978371|42978474|42978401|42978474|42978205|42978307	"ENSG00000112640.14_3"	"PPP2R5D"	chr6	+	42978371	42978474	42978401	42978474	42978205	42978307
chr6|-|43023634|43023934|43023634|43023745|43024044|43024183	"ENSG00000112651.11_2"	"MRPL2"	chr6	-	43023634	43023934	43023634	43023745	43024044	43024183
chr6|-|43023634|43023934|43023634|43023745|43025802|43025971	"ENSG00000112651.11_2"	"MRPL2"	chr6	-	43023634	43023934	43023634	43023745	43025802	43025971
chr6|+|43098248|43098399|43098328|43098399|43097464|43097567	"ENSG00000112655.15_3"	"PTK7"	chr6	+	43098248	43098399	43098328	43098399	43097464	43097567
chr6|+|43098248|43098399|43098328|43098399|43097967|43098158	"ENSG00000112655.15_3"	"PTK7"	chr6	+	43098248	43098399	43098328	43098399	43097967	43098158
chr6|+|43109909|43111358|43111122|43111358|43109668|43109779	"ENSG00000112655.15_3"	"PTK7"	chr6	+	43109909	43111358	43111122	43111358	43109668	43109779
chr6|+|43109909|43111358|43111154|43111358|43109668|43109779	"ENSG00000112655.15_3"	"PTK7"	chr6	+	43109909	43111358	43111154	43111358	43109668	43109779
chr6|+|43109909|43111358|43111154|43111358|43109668|43109819	"ENSG00000112655.15_3"	"PTK7"	chr6	+	43109909	43111358	43111154	43111358	43109668	43109819
