ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE
chr11|-|47600092|47600320|47600236|47600320|47598962|47599576	"ENSG00000123444.13_3"	"KBTBD4"	chr11	-	47600092	47600320	47600236	47600320	47598962	47599576
chr11|-|47600092|47600320|47600236|47600320|47599105|47599607	"ENSG00000123444.13_3"	"KBTBD4"	chr11	-	47600092	47600320	47600236	47600320	47599105	47599607
chr1|-|47765576|47765824|47765781|47765824|47755106|47755257	"ENSG00000123473.15_2"	"STIL"	chr1	-	47765576	47765824	47765781	47765824	47755106	47755257
chr1|-|47765576|47765824|47765781|47765824|47761436|47761520	"ENSG00000123473.15_2"	"STIL"	chr1	-	47765576	47765824	47765781	47765824	47761436	47761520
chr6|+|111213501|111214030|111213501|111213646|111214112|111214268	"ENSG00000123505.15_3"	"AMD1"	chr6	+	111213501	111214030	111213501	111213646	111214112	111214268
chrX|+|103040510|103040697|103040510|103040695|103041393|103041919	"ENSG00000123560.13_3"	"PLP1"	chrX	+	103040510	103040697	103040510	103040695	103041393	103041919
chrX|+|103041393|103041655|103041393|103041550|103042726|103042895	"ENSG00000123560.13_3"	"PLP1"	chrX	+	103041393	103041655	103041393	103041550	103042726	103042895
chrX|+|103041393|103041655|103041393|103041550|103042727|103042895	"ENSG00000123560.13_3"	"PLP1"	chrX	+	103041393	103041655	103041393	103041550	103042727	103042895
chrX|+|103041393|103041655|103041393|103041550|103043365|103043439	"ENSG00000123560.13_3"	"PLP1"	chrX	+	103041393	103041655	103041393	103041550	103043365	103043439
chr2|-|172188274|172188377|172188313|172188377|172182551|172182658	"ENSG00000123600.19_3"	"METTL8"	chr2	-	172188274	172188377	172188313	172188377	172182551	172182658
chr2|-|172188274|172188377|172188313|172188377|172187068|172187126	"ENSG00000123600.19_3"	"METTL8"	chr2	-	172188274	172188377	172188313	172188377	172187068	172187126
chr2|-|172188274|172188377|172188313|172188377|172187068|172187208	"ENSG00000123600.19_3"	"METTL8"	chr2	-	172188274	172188377	172188313	172188377	172187068	172187208
chr2|-|160193972|160194283|160194077|160194283|160189050|160189197	"ENSG00000123636.17_3"	"BAZ2B"	chr2	-	160193972	160194283	160194077	160194283	160189050	160189197
chr4|+|122723828|122723948|122723828|122723887|122724069|122724172	"ENSG00000123737.12_3"	"EXOSC9"	chr4	+	122723828	122723948	122723828	122723887	122724069	122724172
chr4|+|122723828|122723948|122723828|122723887|122725776|122725914	"ENSG00000123737.12_3"	"EXOSC9"	chr4	+	122723828	122723948	122723828	122723887	122725776	122725914
chr4|+|122723828|122723948|122723828|122723887|122728694|122728777	"ENSG00000123737.12_3"	"EXOSC9"	chr4	+	122723828	122723948	122723828	122723887	122728694	122728777
chr4|+|122731121|122731254|122731121|122731228|122732737|122732826	"ENSG00000123737.12_3"	"EXOSC9"	chr4	+	122731121	122731254	122731121	122731228	122732737	122732826
chr4|+|122734388|122734535|122734388|122734448|122735020|122737602	"ENSG00000123737.12_3"	"EXOSC9"	chr4	+	122734388	122734535	122734388	122734448	122735020	122737602
chr4|-|110639838|110639915|110639844|110639915|110638703|110638869	"ENSG00000123739.10_2"	"PLA2G12A"	chr4	-	110639838	110639915	110639844	110639915	110638703	110638869
chr19|-|41209273|41209527|41209445|41209527|41208504|41208598	"ENSG00000123815.11_3"	"COQ8B"	chr19	-	41209273	41209527	41209445	41209527	41208504	41208598
chr19|-|41211000|41211352|41211229|41211352|41209619|41209760	"ENSG00000123815.11_3"	"COQ8B"	chr19	-	41211000	41211352	41211229	41211352	41209619	41209760
chr19|-|41219971|41220038|41220011|41220038|41211000|41211086	"ENSG00000123815.11_3"	"COQ8B"	chr19	-	41219971	41220038	41220011	41220038	41211000	41211086
chr19|-|41219971|41220038|41220011|41220038|41215999|41216041	"ENSG00000123815.11_3"	"COQ8B"	chr19	-	41219971	41220038	41220011	41220038	41215999	41216041
chr2|-|220264587|220264729|220264661|220264729|220251791|220251885	"ENSG00000123992.18_2"	"DNPEP"	chr2	-	220264587	220264729	220264661	220264729	220251791	220251885
chr2|-|220417257|220417746|220417589|220417746|220416833|220416938	"ENSG00000124006.14_2"	"OBSL1"	chr2	-	220417257	220417746	220417589	220417746	220416833	220416938
chr2|-|220421175|220421445|220421299|220421445|220420741|220421014	"ENSG00000124006.14_2"	"OBSL1"	chr2	-	220421175	220421445	220421299	220421445	220420741	220421014
chr16|-|67984864|67985207|67985042|67985207|67984556|67984614	"ENSG00000124067.16_3"	"SLC12A4"	chr16	-	67984864	67985207	67985042	67985207	67984556	67984614
chr16|-|67996146|67997462|67997339|67997462|67995477|67995609	"ENSG00000124067.16_3"	"SLC12A4"	chr16	-	67996146	67997462	67997339	67997462	67995477	67995609
chr16|-|67996146|67997462|67997367|67997462|67991800|67991947	"ENSG00000124067.16_3"	"SLC12A4"	chr16	-	67996146	67997462	67997367	67997462	67991800	67991947
chr16|-|67996146|67997462|67997367|67997462|67995477|67995609	"ENSG00000124067.16_3"	"SLC12A4"	chr16	-	67996146	67997462	67997367	67997462	67995477	67995609
chr16|-|67997339|67997462|67997367|67997462|67991800|67991947	"ENSG00000124067.16_3"	"SLC12A4"	chr16	-	67997339	67997462	67997367	67997462	67991800	67991947
chr16|-|67997339|67997462|67997367|67997462|67995477|67995609	"ENSG00000124067.16_3"	"SLC12A4"	chr16	-	67997339	67997462	67997367	67997462	67995477	67995609
chr20|-|56090520|56090890|56090769|56090890|56089647|56089797	"ENSG00000124092.12_3"	"CTCFL"	chr20	-	56090520	56090890	56090769	56090890	56089647	56089797
chr20|-|56100083|56100708|56100529|56100708|56098718|56099272	"ENSG00000124092.12_3"	"CTCFL"	chr20	-	56100083	56100708	56100529	56100708	56098718	56099272
chr20|+|44463597|44463755|44463597|44463748|44466906|44466999	"ENSG00000124104.18_2"	"SNX21"	chr20	+	44463597	44463755	44463597	44463748	44466906	44466999
chr20|+|44463597|44463755|44463597|44463748|44469086|44469097	"ENSG00000124104.18_2"	"SNX21"	chr20	+	44463597	44463755	44463597	44463748	44469086	44469097
chr20|+|43112976|43113170|43112976|43113068|43115235|43115346	"ENSG00000124120.10_2"	"TTPAL"	chr20	+	43112976	43113170	43112976	43113068	43115235	43115346
chr20|-|47248814|47249177|47249033|47249177|47247265|47247332	"ENSG00000124126.13_3"	"PREX1"	chr20	-	47248814	47249177	47249033	47249177	47247265	47247332
chr20|+|44665893|44666024|44665893|44665921|44669967|44670179	"ENSG00000124140.13_3"	"SLC12A5"	chr20	+	44665893	44666024	44665893	44665921	44669967	44670179
chr20|+|46277748|46277853|46277748|46277841|46279725|46280020	"ENSG00000124151.18_3"	"NCOA3"	chr20	+	46277748	46277853	46277748	46277841	46279725	46280020
chr20|+|44045156|44045304|44045156|44045294|44047491|44047619	"ENSG00000124155.17_3"	"PIGT"	chr20	+	44045156	44045304	44045156	44045294	44047491	44047619
chr20|+|44045156|44045304|44045156|44045294|44047934|44048035	"ENSG00000124155.17_3"	"PIGT"	chr20	+	44045156	44045304	44045156	44045294	44047934	44048035
chr20|+|44045156|44045334|44045156|44045294|44047411|44047619	"ENSG00000124155.17_3"	"PIGT"	chr20	+	44045156	44045334	44045156	44045294	44047411	44047619
chr20|+|44045156|44045334|44045156|44045294|44047491|44047619	"ENSG00000124155.17_3"	"PIGT"	chr20	+	44045156	44045334	44045156	44045294	44047491	44047619
chr20|+|44045156|44045334|44045156|44045294|44047782|44048035	"ENSG00000124155.17_3"	"PIGT"	chr20	+	44045156	44045334	44045156	44045294	44047782	44048035
chr20|+|44045156|44045334|44045156|44045294|44047934|44048035	"ENSG00000124155.17_3"	"PIGT"	chr20	+	44045156	44045334	44045156	44045294	44047934	44048035
chr20|+|44045156|44045334|44045156|44045294|44048143|44048230	"ENSG00000124155.17_3"	"PIGT"	chr20	+	44045156	44045334	44045156	44045294	44048143	44048230
chr20|+|44045156|44045334|44045156|44045294|44048147|44048230	"ENSG00000124155.17_3"	"PIGT"	chr20	+	44045156	44045334	44045156	44045294	44048147	44048230
chr20|+|44045156|44045334|44045156|44045294|44048775|44048863	"ENSG00000124155.17_3"	"PIGT"	chr20	+	44045156	44045334	44045156	44045294	44048775	44048863
chr20|+|44045156|44045334|44045156|44045294|44048971|44049069	"ENSG00000124155.17_3"	"PIGT"	chr20	+	44045156	44045334	44045156	44045294	44048971	44049069
chr20|+|44045156|44045334|44045156|44045294|44052855|44053021	"ENSG00000124155.17_3"	"PIGT"	chr20	+	44045156	44045334	44045156	44045294	44052855	44053021
chr20|+|44045156|44045334|44045156|44045304|44047491|44047619	"ENSG00000124155.17_3"	"PIGT"	chr20	+	44045156	44045334	44045156	44045304	44047491	44047619
chr20|+|44045156|44045334|44045156|44045304|44047934|44048035	"ENSG00000124155.17_3"	"PIGT"	chr20	+	44045156	44045334	44045156	44045304	44047934	44048035
chr20|+|44045156|44047619|44045156|44045294|44047934|44048035	"ENSG00000124155.17_3"	"PIGT"	chr20	+	44045156	44047619	44045156	44045294	44047934	44048035
chr20|+|44045156|44047619|44045156|44045294|44048971|44049069	"ENSG00000124155.17_3"	"PIGT"	chr20	+	44045156	44047619	44045156	44045294	44048971	44049069
chr20|+|44045156|44047619|44045156|44045304|44047934|44048035	"ENSG00000124155.17_3"	"PIGT"	chr20	+	44045156	44047619	44045156	44045304	44047934	44048035
chr20|+|44045156|44047619|44045156|44045334|44047934|44048035	"ENSG00000124155.17_3"	"PIGT"	chr20	+	44045156	44047619	44045156	44045334	44047934	44048035
chr20|+|44045156|44047619|44045156|44045334|44048971|44049069	"ENSG00000124155.17_3"	"PIGT"	chr20	+	44045156	44047619	44045156	44045334	44048971	44049069
chr20|+|44047411|44048035|44047411|44047619|44048775|44048863	"ENSG00000124155.17_3"	"PIGT"	chr20	+	44047411	44048035	44047411	44047619	44048775	44048863
chr20|+|44048143|44048278|44048143|44048230|44048775|44048863	"ENSG00000124155.17_3"	"PIGT"	chr20	+	44048143	44048278	44048143	44048230	44048775	44048863
chr20|+|44048143|44048278|44048143|44048230|44048971|44049069	"ENSG00000124155.17_3"	"PIGT"	chr20	+	44048143	44048278	44048143	44048230	44048971	44049069
chr20|+|44049167|44050223|44049167|44049333|44052855|44053021	"ENSG00000124155.17_3"	"PIGT"	chr20	+	44049167	44050223	44049167	44049333	44052855	44053021
chr20|+|44049167|44050223|44049167|44049333|44053135|44053219	"ENSG00000124155.17_3"	"PIGT"	chr20	+	44049167	44050223	44049167	44049333	44053135	44053219
chr20|+|44049167|44050223|44049167|44049333|44054213|44054842	"ENSG00000124155.17_3"	"PIGT"	chr20	+	44049167	44050223	44049167	44049333	44054213	44054842
chr20|+|44050022|44050223|44050022|44050173|44052855|44053021	"ENSG00000124155.17_3"	"PIGT"	chr20	+	44050022	44050223	44050022	44050173	44052855	44053021
chr20|+|44050022|44050223|44050022|44050173|44054213|44054836	"ENSG00000124155.17_3"	"PIGT"	chr20	+	44050022	44050223	44050022	44050173	44054213	44054836
chr20|+|44050022|44050223|44050022|44050173|44056061|44056185	"ENSG00000124155.17_3"	"PIGT"	chr20	+	44050022	44050223	44050022	44050173	44056061	44056185
chr20|+|44050022|44050304|44050022|44050173|44052855|44053021	"ENSG00000124155.17_3"	"PIGT"	chr20	+	44050022	44050304	44050022	44050173	44052855	44053021
chr20|+|44050022|44050304|44050022|44050223|44052855|44053021	"ENSG00000124155.17_3"	"PIGT"	chr20	+	44050022	44050304	44050022	44050223	44052855	44053021
chr20|+|39803106|39803607|39803106|39803179|39811570|39811600	"ENSG00000124181.14_3"	"PLCG1"	chr20	+	39803106	39803607	39803106	39803179	39811570	39811600
chr20|+|39803106|39803607|39803106|39803179|39817072|39817192	"ENSG00000124181.14_3"	"PLCG1"	chr20	+	39803106	39803607	39803106	39803179	39817072	39817192
chr20|+|57897426|57897507|57897426|57897472|57899381|57901047	"ENSG00000124205.15_2"	"EDN3"	chr20	+	57897426	57897507	57897426	57897472	57899381	57901047
chr20|+|57897426|57897507|57897426|57897472|57899385|57901047	"ENSG00000124205.15_2"	"EDN3"	chr20	+	57897426	57897507	57897426	57897472	57899385	57901047
chr20|+|57226327|57227143|57226327|57226470|57234678|57234690	"ENSG00000124222.22_3"	"STX16"	chr20	+	57226327	57227143	57226327	57226470	57234678	57234690
chr20|+|57226327|57227143|57226327|57226470|57243042|57243183	"ENSG00000124222.22_3"	"STX16"	chr20	+	57226327	57227143	57226327	57226470	57243042	57243183
chr20|+|57226338|57226587|57226338|57226490|57234678|57234690	"ENSG00000124222.22_3"	"STX16"	chr20	+	57226338	57226587	57226338	57226490	57234678	57234690
chr20|+|57226338|57227194|57226338|57226490|57234678|57234690	"ENSG00000124222.22_3"	"STX16"	chr20	+	57226338	57227194	57226338	57226490	57234678	57234690
chr20|+|57226338|57227194|57226338|57226587|57234678|57234690	"ENSG00000124222.22_3"	"STX16"	chr20	+	57226338	57227194	57226338	57226587	57234678	57234690
chr20|+|57227128|57227194|57227128|57227143|57234678|57234690	"ENSG00000124222.22_3"	"STX16"	chr20	+	57227128	57227194	57227128	57227143	57234678	57234690
chr20|+|57227128|57227194|57227128|57227143|57242542|57242653	"ENSG00000124222.22_3"	"STX16"	chr20	+	57227128	57227194	57227128	57227143	57242542	57242653
chr20|+|57227128|57227194|57227128|57227143|57243042|57243183	"ENSG00000124222.22_3"	"STX16"	chr20	+	57227128	57227194	57227128	57227143	57243042	57243183
chr20|+|57227128|57227194|57227128|57227143|57245567|57245659	"ENSG00000124222.22_3"	"STX16"	chr20	+	57227128	57227194	57227128	57227143	57245567	57245659
chr20|+|57227128|57227194|57227128|57227143|57248686|57248767	"ENSG00000124222.22_3"	"STX16"	chr20	+	57227128	57227194	57227128	57227143	57248686	57248767
chr20|+|57242545|57242664|57242545|57242653|57243042|57243183	"ENSG00000124222.22_3"	"STX16"	chr20	+	57242545	57242664	57242545	57242653	57243042	57243183
chr20|+|57242545|57242664|57242545|57242653|57244346|57244509	"ENSG00000124222.22_3"	"STX16"	chr20	+	57242545	57242664	57242545	57242653	57244346	57244509
chr20|-|56810295|56810430|56810332|56810430|56807743|56807885	"ENSG00000124224.16_2"	"PPP4R1L"	chr20	-	56810295	56810430	56810332	56810430	56807743	56807885
chr20|+|48562672|48562791|48562672|48562787|48565784|48565892	"ENSG00000124226.10_3"	"RNF114"	chr20	+	48562672	48562791	48562672	48562787	48565784	48565892
chr20|+|47850104|47852768|47850104|47850246|47852869|47853047	"ENSG00000124228.14_3"	"DDX27"	chr20	+	47850104	47852768	47850104	47850246	47852869	47853047
chr20|+|47850104|47852768|47850104|47850246|47855485|47855592	"ENSG00000124228.14_3"	"DDX27"	chr20	+	47850104	47852768	47850104	47850246	47855485	47855592
chr20|+|47850104|47852768|47850104|47850246|47855772|47855875	"ENSG00000124228.14_3"	"DDX27"	chr20	+	47850104	47852768	47850104	47850246	47855772	47855875
chr20|+|43945116|43945230|43945116|43945220|43945325|43945599	"ENSG00000124232.10_2"	"RBPJL"	chr20	+	43945116	43945230	43945116	43945220	43945325	43945599
chrX|-|151304461|151304552|151304533|151304552|151304232|151304306	"ENSG00000124260.11_3"	"MAGEA10"	chrX	-	151304461	151304552	151304533	151304552	151304232	151304306
chr5|+|7869216|7869328|7869216|7869302|7870882|7871036	"ENSG00000124275.14_3"	"MTRR"	chr5	+	7869216	7869328	7869216	7869302	7870882	7871036
chr5|+|7869216|7869328|7869216|7869302|7885813|7885967	"ENSG00000124275.14_3"	"MTRR"	chr5	+	7869216	7869328	7869216	7869302	7885813	7885967
chr5|+|7869260|7869328|7869260|7869302|7875370|7875488	"ENSG00000124275.14_3"	"MTRR"	chr5	+	7869260	7869328	7869260	7869302	7875370	7875488
chr5|+|7873485|7873639|7873485|7873625|7875370|7875488	"ENSG00000124275.14_3"	"MTRR"	chr5	+	7873485	7873639	7873485	7873625	7875370	7875488
chrX|+|155119120|155119275|155119120|155119210|155127775|155127913	"ENSG00000124333.15_2"	"VAMP7"	chrX	+	155119120	155119275	155119120	155119210	155127775	155127913
chrX|+|155119120|155119275|155119120|155119271|155125285|155125343	"ENSG00000124333.15_2"	"VAMP7"	chrX	+	155119120	155119275	155119120	155119271	155125285	155125343
chrX|+|155119120|155119296|155119120|155119271|155125285|155125343	"ENSG00000124333.15_2"	"VAMP7"	chrX	+	155119120	155119296	155119120	155119271	155125285	155125343
chrX|+|155119120|155119296|155119120|155119275|155125285|155125343	"ENSG00000124333.15_2"	"VAMP7"	chrX	+	155119120	155119296	155119120	155119275	155125285	155125343
chr2|+|71299770|71300724|71299770|71299881|71302684|71302772	"ENSG00000124357.12_2"	"NAGK"	chr2	+	71299770	71300724	71299770	71299881	71302684	71302772
chr2|+|71299770|71300724|71299770|71299881|71303733|71303831	"ENSG00000124357.12_2"	"NAGK"	chr2	+	71299770	71300724	71299770	71299881	71303733	71303831
chr2|+|71302684|71302772|71302684|71302740|71303733|71303831	"ENSG00000124357.12_2"	"NAGK"	chr2	+	71302684	71302772	71302684	71302740	71303733	71303831
chr2|+|71302684|71302772|71302684|71302740|71304699|71304766	"ENSG00000124357.12_2"	"NAGK"	chr2	+	71302684	71302772	71302684	71302740	71304699	71304766
chr2|+|71302684|71302781|71302684|71302740|71303733|71303831	"ENSG00000124357.12_2"	"NAGK"	chr2	+	71302684	71302781	71302684	71302740	71303733	71303831
chr2|+|71302684|71302781|71302684|71302772|71303733|71303831	"ENSG00000124357.12_2"	"NAGK"	chr2	+	71302684	71302781	71302684	71302772	71303733	71303831
chr2|+|71302684|71303831|71302684|71302772|71304687|71304766	"ENSG00000124357.12_2"	"NAGK"	chr2	+	71302684	71303831	71302684	71302772	71304687	71304766
chr2|+|71304687|71304766|71304687|71304735|71305447|71306935	"ENSG00000124357.12_2"	"NAGK"	chr2	+	71304687	71304766	71304687	71304735	71305447	71306935
chr17|-|20946633|20947073|20946938|20947073|20931854|20931987	"ENSG00000124422.11_2"	"USP22"	chr17	-	20946633	20947073	20946938	20947073	20931854	20931987
chrX|+|41088819|41089080|41088819|41089032|41089753|41089849	"ENSG00000124486.12_3"	"USP9X"	chrX	+	41088819	41089080	41088819	41089032	41089753	41089849
chr6|-|49681187|49681303|49681213|49681303|49667516|49667604	"ENSG00000124490.13_2"	"CRISP2"	chr6	-	49681187	49681303	49681213	49681303	49667516	49667604
chr6|-|49681187|49681303|49681213|49681303|49668380|49668497	"ENSG00000124490.13_2"	"CRISP2"	chr6	-	49681187	49681303	49681213	49681303	49668380	49668497
chr6|-|49681187|49681303|49681213|49681303|49676843|49676918	"ENSG00000124490.13_2"	"CRISP2"	chr6	-	49681187	49681303	49681213	49681303	49676843	49676918
chr6|-|49681187|49681303|49681213|49681303|49680213|49680317	"ENSG00000124490.13_2"	"CRISP2"	chr6	-	49681187	49681303	49681213	49681303	49680213	49680317
chr6|-|42230997|42231306|42231057|42231306|42225872|42225939	"ENSG00000124496.12_2"	"TRERF1"	chr6	-	42230997	42231306	42231057	42231306	42225872	42225939
chr6|-|42230997|42231306|42231057|42231306|42227076|42227461	"ENSG00000124496.12_2"	"TRERF1"	chr6	-	42230997	42231306	42231057	42231306	42227076	42227461
chr6|-|42330684|42330817|42330734|42330817|42235891|42237586	"ENSG00000124496.12_2"	"TRERF1"	chr6	-	42330684	42330817	42330734	42330817	42235891	42237586
chr6|-|42330684|42330817|42330734|42330817|42268375|42268487	"ENSG00000124496.12_2"	"TRERF1"	chr6	-	42330684	42330817	42330734	42330817	42268375	42268487
chr6|+|26383353|26383527|26383353|26383409|26384019|26384143	"ENSG00000124508.16_3"	"BTN2A2"	chr6	+	26383353	26383527	26383353	26383409	26384019	26384143
chr6|+|26423160|26423987|26423160|26423505|26426469|26426751	"ENSG00000124549.14_2"	"BTN2A3P"	chr6	+	26423160	26423987	26423160	26423505	26426469	26426751
chr6|+|26423160|26423987|26423160|26423505|26428870|26429013	"ENSG00000124549.14_2"	"BTN2A3P"	chr6	+	26423160	26423987	26423160	26423505	26428870	26429013
chr6|-|43495371|43495469|43495408|43495469|43493576|43493659	"ENSG00000124571.17_3"	"XPO5"	chr6	-	43495371	43495469	43495408	43495469	43493576	43493659
chr6|-|43495371|43495469|43495408|43495469|43494422|43494485	"ENSG00000124571.17_3"	"XPO5"	chr6	-	43495371	43495469	43495408	43495469	43494422	43494485
chr6|-|43541134|43541338|43541216|43541338|43540242|43540315	"ENSG00000124571.17_3"	"XPO5"	chr6	-	43541134	43541338	43541216	43541338	43540242	43540315
chr6|+|43405671|43406533|43405671|43405751|43409599|43409698	"ENSG00000124574.14_3"	"ABCC10"	chr6	+	43405671	43406533	43405671	43405751	43409599	43409698
chr6|+|43410707|43411748|43410707|43410897|43411896|43412091	"ENSG00000124574.14_3"	"ABCC10"	chr6	+	43410707	43411748	43410707	43410897	43411896	43412091
chr6|+|43410707|43411748|43410707|43410897|43412525|43412676	"ENSG00000124574.14_3"	"ABCC10"	chr6	+	43410707	43411748	43410707	43410897	43412525	43412676
chr6|-|42934241|42934395|42934262|42934395|42933418|42933527	"ENSG00000124587.13_2"	"PEX6"	chr6	-	42934241	42934395	42934262	42934395	42933418	42933527
chr6|-|42934241|42934395|42934262|42934395|42933781|42933843	"ENSG00000124587.13_2"	"PEX6"	chr6	-	42934241	42934395	42934262	42934395	42933781	42933843
chr6|+|41751199|41751976|41751199|41751343|41752672|41752810	"ENSG00000124593.15_3"	"RP11-298J23.10"	chr6	+	41751199	41751976	41751199	41751343	41752672	41752810
chr6|-|39876815|39876878|39876830|39876878|39867353|39867651	"ENSG00000124615.17_3"	"MOCS1"	chr6	-	39876815	39876878	39876830	39876878	39867353	39867651
chr6|-|39876815|39876878|39876830|39876878|39871918|39872038	"ENSG00000124615.17_3"	"MOCS1"	chr6	-	39876815	39876878	39876830	39876878	39871918	39872038
chr6|-|35108523|35108661|35108591|35108661|35089893|35090114	"ENSG00000124678.17_3"	"TCP11"	chr6	-	35108523	35108661	35108591	35108661	35089893	35090114
chr6|-|35108523|35108661|35108591|35108661|35096838|35096959	"ENSG00000124678.17_3"	"TCP11"	chr6	-	35108523	35108661	35108591	35108661	35096838	35096959
chr6|-|35108523|35108661|35108591|35108661|35103883|35103980	"ENSG00000124678.17_3"	"TCP11"	chr6	-	35108523	35108661	35108591	35108661	35103883	35103980
chr6|-|35108523|35108661|35108591|35108661|35103883|35103995	"ENSG00000124678.17_3"	"TCP11"	chr6	-	35108523	35108661	35108591	35108661	35103883	35103995
chr6|-|35108523|35108661|35108591|35108661|35107796|35108002	"ENSG00000124678.17_3"	"TCP11"	chr6	-	35108523	35108661	35108591	35108661	35107796	35108002
chr6|+|7181356|7181522|7181356|7181479|7182102|7182315	"ENSG00000124782.19_3"	"RREB1"	chr6	+	7181356	7181522	7181356	7181479	7182102	7182315
chr6|+|7181356|7181522|7181356|7181479|7187666|7187756	"ENSG00000124782.19_3"	"RREB1"	chr6	+	7181356	7181522	7181356	7181479	7187666	7187756
chr6|+|7181356|7182315|7181356|7181479|7187666|7187756	"ENSG00000124782.19_3"	"RREB1"	chr6	+	7181356	7182315	7181356	7181479	7187666	7187756
chr6|+|7181356|7182315|7181356|7181479|7211036|7211181	"ENSG00000124782.19_3"	"RREB1"	chr6	+	7181356	7182315	7181356	7181479	7211036	7211181
chr6|+|7181356|7182315|7181356|7181522|7187666|7187756	"ENSG00000124782.19_3"	"RREB1"	chr6	+	7181356	7182315	7181356	7181522	7187666	7187756
chr6|+|7402835|7403130|7402835|7402948|7404173|7404260	"ENSG00000124784.8_2"	"RIOK1"	chr6	+	7402835	7403130	7402835	7402948	7404173	7404260
chr6|+|45296059|45296232|45296059|45296197|45296397|45296521	"ENSG00000124813.20_2"	"RUNX2"	chr6	+	45296059	45296232	45296059	45296197	45296397	45296521
chr6|+|47762964|47763299|47762964|47763047|47775889|47776131	"ENSG00000124818.15_2"	"OPN5"	chr6	+	47762964	47763299	47762964	47763047	47775889	47776131
chr2|-|238494640|238494800|238494684|238494800|238484029|238484123	"ENSG00000124839.12_2"	"RAB17"	chr2	-	238494640	238494800	238494684	238494800	238484029	238484123
chr2|-|238494640|238494800|238494684|238494800|238485899|238486025	"ENSG00000124839.12_2"	"RAB17"	chr2	-	238494640	238494800	238494684	238494800	238485899	238486025
chr2|-|238494640|238494800|238494684|238494800|238486646|238486798	"ENSG00000124839.12_2"	"RAB17"	chr2	-	238494640	238494800	238494684	238494800	238486646	238486798
chr2|-|238494640|238494800|238494684|238494800|238494045|238494207	"ENSG00000124839.12_2"	"RAB17"	chr2	-	238494640	238494800	238494684	238494800	238494045	238494207
chr2|-|238494640|238494800|238494706|238494800|238485899|238486025	"ENSG00000124839.12_2"	"RAB17"	chr2	-	238494640	238494800	238494706	238494800	238485899	238486025
chr2|-|238494640|238494800|238494706|238494800|238486646|238486798	"ENSG00000124839.12_2"	"RAB17"	chr2	-	238494640	238494800	238494706	238494800	238486646	238486798
chr2|-|238494640|238494800|238494706|238494800|238494045|238494207	"ENSG00000124839.12_2"	"RAB17"	chr2	-	238494640	238494800	238494706	238494800	238494045	238494207
chr2|-|238494684|238494800|238494706|238494800|238485899|238486025	"ENSG00000124839.12_2"	"RAB17"	chr2	-	238494684	238494800	238494706	238494800	238485899	238486025
chr2|-|238494684|238494800|238494706|238494800|238486646|238486798	"ENSG00000124839.12_2"	"RAB17"	chr2	-	238494684	238494800	238494706	238494800	238486646	238486798
chr2|-|238494684|238494800|238494706|238494800|238494045|238494207	"ENSG00000124839.12_2"	"RAB17"	chr2	-	238494684	238494800	238494706	238494800	238494045	238494207
chr11|+|61546300|61547042|61546300|61546895|61547313|61547402	"ENSG00000124920.13_3"	"MYRF"	chr11	+	61546300	61547042	61546300	61546895	61547313	61547402
chr11|+|61546300|61547042|61546300|61546895|61548431|61548517	"ENSG00000124920.13_3"	"MYRF"	chr11	+	61546300	61547042	61546300	61546895	61548431	61548517
chr3|-|8668599|8669469|8669383|8669469|8667914|8668007	"ENSG00000125046.14_3"	"SSUH2"	chr3	-	8668599	8669469	8669383	8669469	8667914	8668007
chr4|+|8237159|8239397|8237159|8237282|8242424|8242818	"ENSG00000125089.16_3"	"SH3TC1"	chr4	+	8237159	8239397	8237159	8237282	8242424	8242818
chr16|-|58570871|58571124|58570892|58571124|58566135|58566299	"ENSG00000125107.17_1"	"CNOT1"	chr16	-	58570871	58571124	58570892	58571124	58566135	58566299
chr16|-|58570871|58571124|58570892|58571124|58568050|58568299	"ENSG00000125107.17_1"	"CNOT1"	chr16	-	58570871	58571124	58570892	58571124	58568050	58568299
chr16|-|58590750|58590897|58590765|58590897|58589687|58589812	"ENSG00000125107.17_1"	"CNOT1"	chr16	-	58590750	58590897	58590765	58590897	58589687	58589812
chr16|-|58658556|58658698|58658576|58658698|58622724|58622810	"ENSG00000125107.17_1"	"CNOT1"	chr16	-	58658556	58658698	58658576	58658698	58622724	58622810
chr16|-|58658556|58658698|58658576|58658698|58657185|58657313	"ENSG00000125107.17_1"	"CNOT1"	chr16	-	58658556	58658698	58658576	58658698	58657185	58657313
chr16|-|56530878|56531792|56531654|56531792|56519501|56519650	"ENSG00000125124.11_3"	"BBS2"	chr16	-	56530878	56531792	56531654	56531792	56519501	56519650
chr16|-|56536584|56536720|56536613|56536720|56536228|56536368	"ENSG00000125124.11_3"	"BBS2"	chr16	-	56536584	56536720	56536613	56536720	56536228	56536368
chr16|-|56545044|56545196|56545070|56545196|56544770|56544833	"ENSG00000125124.11_3"	"BBS2"	chr16	-	56545044	56545196	56545070	56545196	56544770	56544833
chr16|-|58756022|58756182|58756053|58756182|58743320|58743471	"ENSG00000125166.12_2"	"GOT2"	chr16	-	58756022	58756182	58756053	58756182	58743320	58743471
chr16|-|58756022|58756182|58756053|58756182|58750566|58750717	"ENSG00000125166.12_2"	"GOT2"	chr16	-	58756022	58756182	58756053	58756182	58750566	58750717
